blocknummer;artikelnummer;artikelalias;beschreibung;kategorie;masse;bruttopreis;blockpreis;preisgruppe;verrechenbar
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2208.4;;2;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2299.4;;3;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2395.4;;4;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2576.4;;5;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2766.9;;6;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3157.9;;7;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2058.4;;0;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2131.9;;1;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2208.4;;2;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2299.4;;3;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2395.4;;4;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2576.4;;5;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2766.9;;6;ja
BC1623466;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3157.9;;7;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2058.4;;0;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2131.9;;1;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2208.4;;2;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2299.4;;3;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2395.4;;4;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2576.4;;5;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;2766.9;;6;ja
BC1623466;GSBVI6071;DM607108;Front 596mm für;Fronten / Blenden;;3157.9;;7;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2058.4;;0;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2131.9;;1;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2208.4;;2;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2299.4;;3;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2395.4;;4;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2576.4;;5;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2766.9;;6;ja
BC1623466;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3157.9;;7;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2058.4;;0;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2131.9;;1;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2208.4;;2;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2299.4;;3;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2395.4;;4;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2576.4;;5;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2766.9;;6;ja
BC1623466;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3157.9;;7;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2058.4;;0;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2131.9;;1;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2208.4;;2;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2299.4;;3;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2395.4;;4;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2576.4;;5;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;2766.9;;6;ja
BC1623466;US6071;U607101;Unterschrank 600mm;Unterschränke;;3157.9;;7;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2058.4;;0;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2131.9;;1;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2208.4;;2;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2299.4;;3;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2395.4;;4;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2576.4;;5;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2766.9;;6;ja
BC1623466;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;3157.9;;7;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2058.4;;0;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2131.9;;1;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2208.4;;2;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2299.4;;3;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2395.4;;4;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2576.4;;5;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2766.9;;6;ja
BC1623466;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3157.9;;7;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2058.4;;0;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2131.9;;1;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2208.4;;2;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2299.4;;3;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2395.4;;4;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2576.4;;5;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2766.9;;6;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;3157.9;;7;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2058.4;;0;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2131.9;;1;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2208.4;;2;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2299.4;;3;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2395.4;;4;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2576.4;;5;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2766.9;;6;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;3157.9;;7;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2058.4;;0;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2131.9;;1;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2208.4;;2;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2299.4;;3;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2395.4;;4;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2576.4;;5;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;2766.9;;6;ja
BC1623466;W6091;O609101;Oberschrank 600mm;Oberschränke;;3157.9;;7;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2058.4;;0;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2131.9;;1;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2208.4;;2;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2299.4;;3;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2395.4;;4;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2576.4;;5;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2766.9;;6;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;3157.9;;7;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2058.4;;0;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2131.9;;1;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2208.4;;2;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2299.4;;3;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2395.4;;4;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2576.4;;5;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;2766.9;;6;ja
BC1623466;APR4060;;*  600;Arbeitsplatten;;3157.9;;7;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;2489.2;;0;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;2574.7;;1;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;2667.2;;2;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;2771.7;;3;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;2882.7;;4;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3082.2;;5;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3305.7;;6;ja
BC1623468;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3752.2;;7;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;2489.2;;0;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;2574.7;;1;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;2667.2;;2;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;2771.7;;3;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;2882.7;;4;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;3082.2;;5;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;3305.7;;6;ja
BC1623468;H60201;H6020101;Geschirrschrank 600mm;Zubehör;;3752.2;;7;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2489.2;;0;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2574.7;;1;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2667.2;;2;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2771.7;;3;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2882.7;;4;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3082.2;;5;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3305.7;;6;ja
BC1623468;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3752.2;;7;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2489.2;;0;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2574.7;;1;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2667.2;;2;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2771.7;;3;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2882.7;;4;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3082.2;;5;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3305.7;;6;ja
BC1623468;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3752.2;;7;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;US6071;U607101;Unterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2489.2;;0;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2574.7;;1;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2667.2;;2;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2771.7;;3;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;2882.7;;4;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3082.2;;5;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3305.7;;6;ja
BC1623468;US2A6071;U607128;Unterschrank 600mm;Unterschränke;;3752.2;;7;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2489.2;;0;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2574.7;;1;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2667.2;;2;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2771.7;;3;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2882.7;;4;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;3082.2;;5;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;3305.7;;6;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;3752.2;;7;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2489.2;;0;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2574.7;;1;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2667.2;;2;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2771.7;;3;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2882.7;;4;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;3082.2;;5;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;3305.7;;6;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;3752.2;;7;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2489.2;;0;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2574.7;;1;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2667.2;;2;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2771.7;;3;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;2882.7;;4;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;3082.2;;5;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;3305.7;;6;ja
BC1623468;W4091;O409101;Oberschrank 400mm;Oberschränke;;3752.2;;7;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2489.2;;0;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2574.7;;1;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2667.2;;2;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2771.7;;3;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;2882.7;;4;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;3082.2;;5;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;3305.7;;6;ja
BC1623468;W6091;O609101;Oberschrank 600mm;Oberschränke;;3752.2;;7;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;2489.2;;0;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;2574.7;;1;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;2667.2;;2;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;2771.7;;3;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;2882.7;;4;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;3082.2;;5;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;3305.7;;6;ja
BC1623468;APR4060;;*  600;Arbeitsplatten;;3752.2;;7;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;2993.5;;0;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;3094.0;;1;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;3204.5;;2;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;3328.0;;3;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;3457.0;;4;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;3694.5;;5;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;3950.5;;6;ja
BC1623470;HS2A50201;H5020124;Geschirrschrank 500mm;Zubehör;;4484.0;;7;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;2993.5;;0;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3094.0;;1;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3204.5;;2;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3328.0;;3;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3457.0;;4;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3694.5;;5;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;3950.5;;6;ja
BC1623470;G88D201;HG6020175;Geräte-Hochschrank 600mm;Hochschränke;;4484.0;;7;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2993.5;;0;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3094.0;;1;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3204.5;;2;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3328.0;;3;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3457.0;;4;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3694.5;;5;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3950.5;;6;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;4484.0;;7;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;2993.5;;0;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3094.0;;1;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3204.5;;2;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3328.0;;3;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3457.0;;4;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3694.5;;5;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;3950.5;;6;ja
BC1623470;SPU6071D;US607103;Spülenunterschrank 600mm;Unterschränke;;4484.0;;7;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;2993.5;;0;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3094.0;;1;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3204.5;;2;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3328.0;;3;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3457.0;;4;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3694.5;;5;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;3950.5;;6;ja
BC1623470;GSBVI6071D;DM607107;Front 600mm f. vollintegrierte H:711;Fronten / Blenden;;4484.0;;7;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;2993.5;;0;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3094.0;;1;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3204.5;;2;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3328.0;;3;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3457.0;;4;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3694.5;;5;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;3950.5;;6;ja
BC1623470;U6071D;U607103;Unterschrank 600mm;Unterschränke;;4484.0;;7;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;2993.5;;0;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3094.0;;1;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3204.5;;2;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3328.0;;3;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3457.0;;4;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3694.5;;5;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;3950.5;;6;ja
BC1623470;UEP9071;UP9071;Eck-Passstück 90°, 90x90mm;Zubehör;;4484.0;;7;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;2993.5;;0;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;3094.0;;1;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;3204.5;;2;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;3328.0;;3;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;3457.0;;4;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;3694.5;;5;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;3950.5;;6;ja
BC1623470;US6071;U607101;Unterschrank 600mm;Unterschränke;;4484.0;;7;ja
BC1623470;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;2993.5;;0;ja
BC1623470;HU6071;UH607107;Unterschrank 600mm;Unterschränke;;3094.0;;1;ja
